c__UBA5377	132721
c__UBA4055	12759
c__Marinamargulisbacteria	160506
c__DTU030	3472
c__GWA2-38-11	51576
c__Koll11	847821
c__T1Sed10-126	4821
c__Microgenomatia	2272062
c__Dormibacteria	7074853
c__Hydrogenedentia	231582
c__Bacteriovoracia	472181
c__Bathyarchaeia	3651062
c__Desulfarculia	46285
c__Bradimonadia	715684
c__SZUA-567	11340
c__TC1	7468
c__Bdellovibrionia_A	155496
c__UBA1144	1900430
c__Altarchaeia	106440
c__UBA8248	117543
c__UBA9042	230599
c__UBA727	89525
c__Aenigmatarchaeia	385802
c__UBA6624	16187
c__UBA6919	17639
c__Deferribacteres	162398
c__HRBIN11	9648
c__Kapabacteria	421917
c__UBA890	106142
c__UBA6191	16722
c__Riflemargulisbacteria	10618
c__UBA11872	43411
c__Magnetococcia	65251
c__E2	481020
c__UBA7883	7590
c__Krumholzibacteria	235727
c__Bin61	128324
c__Entotheonellia	1470061
c__SYMT01	66791
c__Chitinivibrionia	119659
c__RBG-16-71-46	1272205
c__Desulfurobacteriia	23364
c__OLB16	56204
c__SURF-5	25092
c__RBG-13-61-14	25941
c__Caldatribacteriia	69987
c__UBA6911	862453
c__Abditibacteria	200815
c__XYA12-FULL-58-9	58222
c__SURF-8	25666
c__Paceibacteria_A	234336
c__Methanonatronarchaeia	25841
c__BMS3Abin14	32458
c__BSN033	2017181
c__Archaeoglobi	48045
c__SZUA-365	25446
c__Bipolaricaulia	187977
c__Rubrobacteria	1618330
c__UBA2214	230757
c__RBG-16-64-22	10690
c__Undinarchaeia	25085
c__AB16	22643
c__Iainarchaeia	122428
c__MVCY01	7970
c__Proteinivoracia	20433
c__MHYJ01	77809
c__AC1	35635
c__UBA11346	69518
c__UBA9087	43925
c__Endomicrobia	88908
c__CSP1-3	763656
c__GWC2-55-46	190444
c__Eremiobacteria	986214
c__Mor1	636479
c__Vicinamibacteria_A	1806289
c__Chthonomonadetes	44161
c__Mahellia	8017
c__SLGR01	9227
c__CG2-30-53-67	29560
c__UBA10988	6897
c__AABM5-125-24	20385
c__Fimbriimonadia	533378
c__WOR-3	138026
c__Calditrichia	147586
c__SM23-31	45135
c__SORT01	11704
c__UBA2242	72445
c__SBBH01	5681
c__UBA8477	55058
c__Dojkabacteria	146415
c__D2-FULL-39-29	13317
c__B62-G9	25891
c__Symbiobacteriia	17594
c__UBA10199	88402
c__Zetaproteobacteria	182355
c__Fermentibacteria	88804
c__UBA2361	72922
c__Thorarchaeia	141295
c__Hadarchaeia	33132
c__Thermosulfidibacteria	8872
c__J132	14801
c__PGYV01	32570
c__Micrarchaeia	134071
c__WWE3	244680
c__UBA6098	24648
c__FEN-1099	16327
c__DG-23	17497
c__FW602-bin22	59573
c__UBA7526	2479
c__UBA6262	5125
c__SZUA-182	14311
c__HRBIN17	45677
c__DG-26_A	12949
c__Thermincolia	15216
c__BOG-944	198212
c__Natranaerobiia	1803
c__UBA8742	83762
c__O2-12-FULL-43-9	17441
c__Methanococci	15828
c__FAC87	22654
c__UBA9942	91624
c__Chrysiogenetes	4231
c__CG2-30-70-394	21591
c__GCA-2686955	8328
c__Methanomethylicia	66023
c__Dissulfuribacteria	71161
c__JS1	343123
c__WOR-1	64672
c__B47-G6	28251
c__4572-55	16915
c__UBA4092	6050
c__UBA1177	28936
c__DTU065	13948
c__Desulfomonilia_A	156560
c__CPR2	35050
c__UBA1439	17112
c__RUG730	1176
c__UBA1384	77665
c__RBG-13-55-18	158748
c__UBA994	17397
c__YA12-FULL-61-11	12069
c__Omnitrophia	391363
c__UBA1414	132622
c__Latescibacteria_A	15509
c__FEN-1346	101326
c__OXYB2-FULL-49-7	25551
c__RPQS01	27949
c__Bog-38	262777
c__Thermaerobacteria	14977
c__J058	34557
c__B26-G2	2377
c__SZUA-79	4579
c__2-12-FULL-45-22	39415
c__Andersenbacteria	22807
c__Sumerlaeia	56115
c__UBA2394	19622
c__J088	4167
c__DTU084	12020
c__UBA8919	19210
c__B129-G9	10063
c__Syntropharchaeia	188186
c__ARS69	9053
c__UBA5829	24918
c__Endomicrobia_A	34026
c__Hydrothermarchaeia	18432
c__DG-26	23247
c__B3-LCP	22463
c__Kazan-3B-28	22369
c__E44-bin80	24159
c__Termititenacia	10777
c__UBA5359	6433
c__SURF-26	4462
c__Aerophobia	56099
c__Hydrothermia	28757
c__B64-G9	17531
c__4484-113	9897
c__UBA9217	274899
c__UBA4733	123487
c__B3-B38	8045
c__QMZS01	12851
c__UBA8468	38545
c__Desulfuribacillia	1204
c__EX4484-6	12341
c__Desulfomonilia	85859
c__SDB-A	4845
c__UBA4820	9884
c__4484-49	3589
c__2-12-FULL-62-27	15119
c__GWE2-31-10	23461
c__UBA3072	27177
c__Muirbacteriia	3247
c__UBA5177	111461
c__UBA2235	78028
c__JdFR-97	30278
c__Nitrospiria_A	102161
c__Palsa-1180	82129
c__UBA3569	3997
c__Brevinematia	13332
c__UBA1551	43271
c__Nanosalinia	23217
c__EX4484-52	5342
c__UBA9980	14881
c__QYQD01	26424
c__CG03	21931
c__Methanoliparia	4925
c__B130-G9	5693
c__4484-211	13167
c__PWEA01	13356
c__Dictyoglomia	9075
c__4484-213	3628
c__UBA3073	16206
c__PUPC01	12701
c__Calescibacteriia	9540
c__CG2-30-40-21	32634
c__GBS-1	2537
c__PUNC01	51689
c__T1SED10-198M	2433
c__UBA8481	16314
c__UBA12135	4170
c__32-111	9029
c__Thermodesulfobiia	1938
c__SW-10-69-26	6467
c__UBA6266	4762
c__UBA5214	7735
c__B143-G9	2462
c__Methanopyri	1364
c__UBA5435	2450
c__UBA5301	1091
c__Leptospirillia	2990
c__UBA186	3348
c__UBA2233	6446
c__UBA9089	1989
c__CSSED10-310	3467
c__NPL-UPA2	2326
c__GCA-002792135	5998
c__GCA-001730085	3700
c__Huberarchaeia	9405
c__SOKK01	1450
c__CPR3	12920
c__CG2-30-54-11	7555
c__UBA6099	9671
c__UBA9088	1941
c__B88-G9	3633
c__SLNR01	1886
o__Methanomassiliicoccales	1066966
o__Enterobacterales	32931276
o__Oscillospirales	219098410
o__Bacteroidales	280959741
o__Burkholderiales	80561976
o__Lachnospirales	222267710
o__Acidaminococcales	4926301
o__Lactobacillales	26355980
o__Acidiferrobacterales	481807
o__Azospirillales	936393
o__Mycobacteriales	26850355
o__Cyanobacteriales	3184337
o__Gastranaerophilales	3792133
o__ML615J-28	900812
o__TANB77	12371736
o__Selenomonadales	5031125
o__Brachyspirales	186577
o__Monoglobales_A	3224951
o__Coriobacteriales	21921714
o__Peptostreptococcales	14055361
o__RF39	12385576
o__Actinomycetales	39172542
o__Veillonellales	10993586
o__Christensenellales	34847821
o__Bacillales	1105865
o__Thermoanaerobacterales	25525
o__Chitinophagales	12924636
o__Erysipelotrichales	19557405
o__RF32	2377237
o__Clostridiales	5363411
o__RFN20	3001136
o__Fusobacteriales	2012093
o__UBA3054	21961
o__Desulfitobacteriales	202475
o__Competibacterales	720358
o__UMGS1883	113242
o__Flavobacteriales	33287360
o__Monoglobales	816805
o__Tissierellales	1369417
o__Verrucomicrobiales	6867593
o__Rs-D84	235668
o__Acholeplasmatales	637588
o__Acidimicrobiales	17310628
o__Staphylococcales	3594757
o__Pseudomonadales	26606405
o__Paenibacillales	413924
o__Thermoactinomycetales	39342
o__Treponematales	662176
o__Halobacteriales	1947910
o__UMGS1840	46939
o__Gemmatales	2725308
o__Geobacterales	756056
o__Acetivibrionales	435763
o__Streptosporangiales	15242661
o__Streptomycetales	3355505
o__UBA4802	226116
o__Desulfovibrionales	8990959
o__Sphingomonadales	9589606
o__Rhizobiales	88036985
o__Campylobacterales	2588992
o__Rhodobacterales	18573690
o__Deinococcales	826521
o__Thermodesulfovibrionales	873982
o__Xanthomonadales	6165550
o__Caulobacterales	7596375
o__Propionibacteriales	10508659
o__Ectothiorhodospirales	79518
o__Cytophagales	4885379
o__Brevibacillales	32440
o__Nevskiales	458997
o__Desulfobulbales	1181261
o__Acetobacterales	4777616
o__Desulfotomaculales	203875
o__DRI-13	51180
o__Methylococcales	1478462
o__Sulfolobales	85612
o__Methanosarcinales	455973
o__Methanomicrobiales	1457040
o__Korarchaeales	28626
o__Thermococcales	36269
o__Methanotrichales	616728
o__Methanocellales	22250
o__Poseidoniales	10431236
o__Thermofilales	74769
o__Methanobacteriales	1103104
o__Nitrososphaerales	11286951
o__Thermoproteales	102917
o__Mycoplasmatales	103252
o__Chlorobiales	289583
o__Rickettsiales	510923
o__Gemmatimonadales	13842811
o__PCC-6307	2821901
o__PCC-7336	115650
o__Syntrophales	2427364
o__Nitrosococcales	349167
o__Chloroflexales	1262622
o__Dongiales	895247
o__Petrotogales	143378
o__Francisellales	49014
o__Opitutales	7186294
o__Hydrogenothermales	15819
o__Coprothermobacterales	10760
o__Nautiliales	23280
o__Exiguobacterales	34470
o__Gaiellales	17001132
o__Halothiobacillales	23035
o__Rhodothermales	481459
o__Thermomicrobiales	577277
o__Saccharofermentanales	1510542
o__Legionellales	172832
o__Caldicellulosiruptorales	14856
o__Cloacimonadales	399261
o__Eubacteriales	449391
o__Pelagibacterales	24312529
o__Cardiobacteriales	329950
o__Synergistales	1279281
o__Desulfobaccales	504999
o__Micavibrionales	361540
o__Pirellulales	6670639
o__PS1	2990070
o__Thermodesulfobacteriales	53232
o__Thermotogales	55667
o__SAR86	9072491
o__Ignavibacteriales	1088661
o__Acidobacteriales	37241972
o__Turneriellales	85993
o__Caldilineales	744344
o__Rhodospirillales	2468035
o__Saccharimonadales	2384989
o__UBA1301	2126522
o__UBA5335	66108
o__Dehalococcoidales	906111
o__Parvibaculales	1936474
o__Sphingobacteriales	2000875
o__Myxococcales	3843138
o__UBA8416	215828
o__Anaerolineales	7277456
o__Nitrospirales	4392877
o__Chromatiales	1214491
o__Desulfofervidales	55240
o__Vicinamibacterales	19589692
o__Desulfobacterales	2929420
o__Desulfuromonadales	603037
o__Bryobacterales	15059760
o__Jiangellales	156382
o__Kiloniellales	239329
o__Acidithiobacillales	33744
o__Reyranellales	4664653
o__Balneolales	639103
o__Nitrospinales	1793782
o__UBA2985	29007
o__Gearchaeales	14853
o__Thiomicrospirales	62891
o__Nanopelagicales	8445389
o__JGIOTU-2	63326
o__Aminicenantales	752289
o__Latescibacterales	25097
o__WGA-4E	472580
o__Thalassobaculales	1161747
o__Syntrophorhabdales	681972
o__Defferisomatales	22537
o__Caldicoprobacterales	90319
o__Desulfitibacterales	8450
o__SCGC-AAA003-L08	1789815
o__GN15	158975
o__Ktedonobacterales	3945293
o__Chthoniobacterales	17179461
o__UBA9983	1871773
o__Kryptoniales	22137
o__Thermosediminibacterales	46299
o__Syntrophomonadales	183203
o__Chlamydiales	50547
o__Desulfatiglandales	1004410
o__Lentisphaerales	22666
o__Haloplasmatales	587204
o__Planctomycetales	1681284
o__Marinisomatales	7420675
o__Micavibrionales_C	54886
o__Caedimonadales	28107
o__Immundisolibacterales	55478
o__SAR324	4316956
o__UBA796	483193
o__Brocadiales	589265
o__Pedosphaerales	13248611
o__Neosynechococcales_A	5262
o__Carboxydothermales	4257
o__Spirochaetales	589953
o__Halanaerobiales	190496
o__Halobacteroidales	16289
o__Selenomonadales_A	9548
o__Propionisporales	35381
o__Syntrophobacterales	540059
o__UBA7656	793276
o__NS11-12g	1108363
o__Fibrobacterales	1647252
o__Dehalobacteriales	8718
o__Polyangiales	3313883
o__Pyrinomonadales	9656787
o__UBA9160	1388987
o__Sporichthyales	30025
o__UTPRO1	2552660
o__Phormidesmiales	151666
o__Leptolyngbyales	67945
o__Steroidobacterales	9934504
o__Nannocystales	328530
o__UBA6777	35715
o__Thiohalomonadales_A	193936
o__Pseudanabaenales	217782
o__AKYH767	676876
o__Palsa-1104	1749644
o__Sphaerochaetales	1574005
o__Promineofilales	797435
o__UBA1212	396519
o__Cryosericales	91637
o__MBNT15	783955
o__RBG-16-68-12	1422412
o__Babeliales	277039
o__Peptococcales	812182
o__Lutisporales	61587
o__UBA4486	515309
o__UBA9968	4940732
o__PH28-bin88	11188
o__Dethiobacterales	21638
o__Elusimicrobiales	367249
o__UMGS1810	41813
o__Thermacetogeniales	34079
o__UBA4738	2855350
o__RBG-13-66-14	9111
o__UBA4068	92078
o__CSP1-4	4736862
o__UBA7702	104564
o__AKYH767-A	429771
o__BD1-5	210590
o__Moduliflexales	87719
o__UBA8108	286238
o__Victivallales	1871968
o__Aquificales	94589
o__UBA920	94950
o__UBA10030	993656
o__Ozemobacterales	287272
o__RFP12	5135474
o__Helarchaeales	30027
o__CSSed11-243R1	10570
o__Oligoflexales	211425
o__Pacearchaeales	3402125
o__UBA1369	141318
o__TMED127	1533121
o__HRBIN16	60731
o__UBA8346	24168
o__Sporomusales	86330
o__SG8-24	166057
o__CR-4	219567
o__Caldanaerobiales	11344
o__D8A-2	23953
o__DTU014	5155
o__Sulfobacillales	7342
o__UBA6077	837494
o__SS1-B-03-39	45242
o__TMED109	1114956
o__Binatales	1866048
o__Methanofastidiosales	103363
o__DTU010	104517
o__OPB41	197819
o__Desulfurellales	9087
o__2-02-FULL-39-32	28775
o__GWA2-58-10	27486
o__QHBO01	788394
o__Alicyclobacillales	21934
o__Holophagales	405349
o__Woeseiales	1667214
o__UBA4705	92021
o__Isosphaerales	810050
o__Parachlamydiales	333517
o__Elainellales	44744
o__Bdellovibrionales	268157
o__SCGC-AAA011-G17	330103
o__Phycisphaerales	1964239
o__UBA7694	19961
o__DTUO25	129619
o__UBA3830	12425
o__4572-78	219098
o__Caldarchaeales	119968
o__UBA5066	1010054
o__DSM-16500	86765
o__UBA9615	54626
o__UBA2991	327120
o__UBA8231	972066
o__GCA-002687715	115482
o__Rhizobiales_B	1343278
o__SBR1031	531740
o__S15B-MN24	15410
o__Solirubrobacterales	12508292
o__UBA1151	1328792
o__GCA-2729495	224482
o__Rokubacteriales	12446865
o__Ferrovibrionales	124362
o__SLMV01	26037
o__UBA1135	635551
o__UBA5377	106260
o__Obscuribacterales	500415
o__UBA4055	12759
o__Piscirickettsiales	4076
o__Ammonifexales	26982
o__UBA6595	6688
o__DTU030	3472
o__GWA2-38-11	51576
o__UBA1560	119800
o__T1Sed10-126	4821
o__Shapirobacterales	165274
o__UBA8260	1202433
o__UBA1407	473245
o__Hydrogenedentiales	231582
o__Bacteriovoracales	472181
o__Aneurinibacillales	17017
o__SK-Y3	28690
o__SM23-32	35231
o__Izemoplasmatales	221982
o__TCS64	316535
o__SM23-28-2	889742
o__RBG-16-64-13	129798
o__Desulfarculales	44068
o__Bradymonadales	653359
o__SZUA-567	11340
o__XYD2-FULL-50-16	34716
o__Dormibacterales	3972353
o__Magasanikbacterales	165098
o__Anaeromusales	61500
o__TC1	7468
o__Puniceispirillales	6128261
o__UBA10353	2102409
o__Granulosicoccales	282356
o__TMED189	2823988
o__UBA10117	2561434
o__HIMB59	3644441
o__Woesearchaeales	1021774
o__UBA3495	1393084
o__UBA1018	155496
o__GCA-002705445	1226241
o__UBA7916	559436
o__UBA1146	274804
o__LC-2	47378
o__UBA2963	126459
o__UBA2386	425618
o__MGIII	812407
o__UBA1144	1710643
o__Sneathiellales	178754
o__UBA8366	843508
o__IMC4	66104
o__UBA8248	117543
o__UBA11654	876789
o__Ga0077536	430185
o__Defluviicoccales	570253
o__PHBI01	105945
o__SG8-23	1417897
o__UBA2979	297572
o__GCA-2731375	327588
o__GCA-2701885	38744
o__UBA6615	319351
o__UBA7985	171956
o__SAR202	1251696
o__UBA727	38995
o__UBA5794	567703
o__UBA6257	297506
o__GW2011-AR5	282047
o__GCF-002020875	9954
o__UBA828	191438
o__UBA6624	16187
o__Ga0077554	40827
o__UBA2968	224201
o__UBA2774	189172
o__UBA1127	57301
o__GCA-001735895	306051
o__UBA6952	66316
o__UBA6926	21443
o__Portnoybacterales	103411
o__UBA6919	10610
o__Deferribacterales	143011
o__AqS3	4647
o__UBA6522	1100785
o__HRBIN11	9648
o__UBA817	152237
o__Kapabacteriales	317809
o__UBA890	106142
o__UBA4151	49985
o__UBA7887	188954
o__SLAD01	47089
o__GCA-2717565	20079
o__Thiotrichales	171586
o__GCA-002720895	150616
o__UBA6191	16722
o__Minwuiales	24521
o__UBA7976	60839
o__T3Sed10-11	39229
o__BM507	260517
o__GWF2-35-9	4079
o__UBA11872	43411
o__UBA1845	361634
o__Magnetococcales	65251
o__DHVEG-1	429776
o__UBA7883	7590
o__Elsterales	27368
o__B1SED10-174	33874
o__Nitrococcales	184952
o__2-12-FULL-54-10	188370
o__SSS58A	91651
o__LZORAL124-64-63	142464
o__Bin61	128324
o__J025	23242
o__J063	82990
o__SYMT01	66791
o__SAR202-VII-2	18820
o__Entotheonellales	1376502
o__Bin18	593749
o__UBA10015	148576
o__GCA-2687025	40545
o__Chitinivibrionales	119659
o__Haliangiales	763472
o__Peribacterales	144909
o__UBA3505	20806
o__GWA2-44-7	463040
o__RBG-16-71-46	855529
o__Desulfurobacteriales	23364
o__OLB16	19276
o__SMXQ01	71557
o__Kiritimatiellales	179970
o__UBA2966	105241
o__SURF-5	25092
o__1-14-0-20-64-10	5100
o__UBA11222	22480
o__RBG-13-61-14	25941
o__2-02-FULL-40-12	134747
o__GCA-2746255	15295
o__Caldatribacteriales	69987
o__UBA6911	862453
o__UBA11136	37309
o__UBA8558	22210
o__Curtissbacterales	115144
o__GIF10	262791
o__Paceibacterales	626102
o__SP197	72382
o__UBA4575	67093
o__Leptospirales	198112
o__SJA-28	226620
o__CG2-30-59-28	159986
o__4484-171	41250
o__XYA12-FULL-58-9	58222
o__Chloracidobacteriales	53129
o__Methylacidiphilales	354369
o__SURF-8	25666
o__40CM-2-53-6	1727214
o__Geminicoccales	200458
o__UBA1565	143100
o__Bin65	31989
o__Porisulfidales	4589
o__Moranbacterales	234336
o__Oceanibaculales	35107
o__UBA3071	240966
o__Methanonatronarchaeales	25841
o__BMS3Abin14	32458
o__SZUA-161	127039
o__DSM-26407	17858
o__SM23-61	469401
o__Archaeoglobales	45267
o__SZUA-365	25446
o__UBA7950	89023
o__UBA6902	142037
o__UBA7662	123167
o__UBA6126	23232
o__UBA1400	384706
o__Beggiatoales	139144
o__Rubrobacterales	1618330
o__UBA7541	15988657
o__CR04bin15	115431
o__RBG-16-64-22	10690
o__Coxiellales	40737
o__Undinarchaeales	25085
o__Absconditabacterales	473341
o__AB16	22643
o__UBA9649	32190
o__Iainarchaeales	83170
o__Buchananbacterales	61876
o__DTU022	134948
o__SZUA-336	92087
o__Euzebyales	154767
o__MVCY01	7970
o__Sedimentisphaerales	977599
o__Thermoanaerobaculales	445194
o__BM003	83656
o__UBA10806	62889
o__UBA1406	356985
o__Bin125	25658
o__PIWD01	15571
o__UBA4975	18927
o__UBA9042	41978
o__B31-G17	4142
o__MHYJ01	77809
o__Silvanigrellales	24788
o__UBA1113	10038
o__UBA10025	35475
o__Zavarziniales	28131
o__AC1	35635
o__UBA11346	57056
o__UBA460	22595
o__UBA8890	40470
o__HGW-17	25042
o__Gloeomargaritales	14599
o__UBA2565	15185
o__UBA9087	10310
o__Endomicrobiales	85003
o__20CM-2-55-15	2503969
o__UBA5704	523706
o__Thermicanales	5743
o__Moorellales	41453
o__UBA12178	27398
o__ATCC43930	6794832
o__CSP1-3	763656
o__GWC2-55-46	190444
o__UBP12	902243
o__SMYD01	16315
o__Methylomirabilales	654012
o__Gp7-AA8	1308584
o__Fen-336	1806289
o__Chthonomonadales	44161
o__Mahellales	8017
o__SLGR01	9227
o__CG2-30-53-67	29560
o__Nitriliruptorales	204926
o__CF-121	1686703
o__UBA12402	21820
o__UBA2199	82565
o__ZOR0006	5876
o__UBA10988	6897
o__JdFR-76	21757
o__2-01-FULL-66-17	20141
o__AABM5-125-24	16598
o__B15-G4	50832
o__UBA11236	14127
o__IMCC26256	1597785
o__UBA12015	117123
o__Diplorickettsiales	38415
o__Thermoplasmatales	18320
o__J057	24532
o__Fimbriimonadales	191589
o__P2-11E	2499526
o__SM23-42	36653
o__BSN033	1315298
o__HK1	10029
o__Calditrichales	63448
o__SM23-31	20700
o__SORT01	11704
o__B26-G9	4771
o__UBA2242	72445
